
128 0.002635 0.000505571 0.00109614
256 0.0330699 0.002533 0.00257829
512 0.815418 0.01895 0.00643086
1024 7.14204 0.162721 0.0208614
2048 174.155 2.75936 0.0663669
4096 4219.46 22.4642 0.38605
