
2097152 0.00197586 0.00169957 0.00213343
4194304 0.00422486 0.00346971 0.00475314
8388608 0.00798214 0.006148 0.00580186
16777216 0.0162469 0.0126761 0.00743729
33554432 0.0352229 0.0243326 0.0151553
67108864 0.0692354 0.0484347 0.0296473
