
1024 0.001022 0.000672 0.00296014
2048 0.00354857 0.00262414 0.00209571
4096 0.014836 0.009981 0.00576314
8192 0.057122 0.039395 0.0175873
16384 0.0558283 0.154247 0.0659376
32768 1.12646 0.990627 0.362639
